repo,project,references,referencePath,crossRepo
NuGet.Client,NuGet.VisualStudio.Client,NuGet.LibraryModel,src/NuGet.Core/NuGet.LibraryModel/NuGet.LibraryModel.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.PackageManagement,src/NuGet.Core/NuGet.PackageManagement/NuGet.PackageManagement.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.Packaging,src/NuGet.Core/NuGet.Packaging/NuGet.Packaging.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.ProjectModel,src/NuGet.Core/NuGet.ProjectModel/NuGet.ProjectModel.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.Protocol,src/NuGet.Core/NuGet.Protocol/NuGet.Protocol.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.Resolver,src/NuGet.Core/NuGet.Resolver/NuGet.Resolver.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.Versioning,src/NuGet.Core/NuGet.Versioning/NuGet.Versioning.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.Tools,src/NuGet.Clients/NuGet.Tools/NuGet.Tools.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.Indexing,src/NuGet.Clients/NuGet.Indexing/NuGet.Indexing.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.Commands,src/NuGet.Core/NuGet.Commands/NuGet.Commands.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.Credentials,src/NuGet.Core/NuGet.Credentials/NuGet.Credentials.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.SolutionRestoreManager,src/NuGet.Clients/NuGet.SolutionRestoreManager/NuGet.SolutionRestoreManager.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.VisualStudio.Contracts,src/NuGet.Clients/NuGet.VisualStudio.Contracts/NuGet.VisualStudio.Contracts.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.VisualStudio.Implementation,src/NuGet.Clients/NuGet.VisualStudio.Implementation/NuGet.VisualStudio.Implementation.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.PackageManagement.PowerShellCmdlets,src/NuGet.Clients/NuGet.PackageManagement.PowerShellCmdlets/NuGet.PackageManagement.PowerShellCmdlets.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.PackageManagement.UI,src/NuGet.Clients/NuGet.PackageManagement.UI/NuGet.PackageManagement.UI.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.PackageManagement.VisualStudio,src/NuGet.Clients/NuGet.PackageManagement.VisualStudio/NuGet.PackageManagement.VisualStudio.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.VisualStudio.Internal.Contracts,src/NuGet.Clients/NuGet.VisualStudio.Internal.Contracts/NuGet.VisualStudio.Internal.Contracts.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.VisualStudio.Interop,src/NuGet.Clients/NuGet.VisualStudio.Interop/NuGet.VisualStudio.Interop.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.VisualStudio.Common,src/NuGet.Clients/NuGet.VisualStudio.Common/NuGet.VisualStudio.Common.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.VisualStudio,src/NuGet.Clients/NuGet.VisualStudio/NuGet.VisualStudio.csproj,False
NuGet.Client,NuGet.VisualStudio.Client,NuGet.Console,src/NuGet.Clients/NuGet.Console/NuGet.Console.csproj,False
NuGet.Client,NuGet.Indexing,NuGet.Protocol,src/NuGet.Core/NuGet.Protocol/NuGet.Protocol.csproj,False
NuGet.Client,NuGet.VisualStudio.Internal.Contracts,NuGet.PackageManagement,src/NuGet.Core/NuGet.PackageManagement/NuGet.PackageManagement.csproj,False
